"age","job","marital","education","default","balance","housing","loan","contact","day","month","campaign","pdays","previous","poutcome","Gender","y"
33,"management","single","secondary","no",-638,"yes","yes","cellular",16,"apr",1,349,1,"failure","Unknown","0"
37,"blue-collar","married","primary","no",1322,"yes","no","cellular",21,"nov",8,179,1,"other","Unknown","0"
32,"blue-collar","married","unknown","no",1254,"yes","no","cellular",18,"may",2,-1,0,"unknown","Unknown","0"
46,"management","single","tertiary","no",650,"no","no","cellular",28,"jan",1,165,5,"other","Unknown","0"
40,"management","married","tertiary","no",0,"no","no","cellular",6,"aug",2,96,6,"success","Unknown","1"
36,"blue-collar","married","secondary","no",382,"no","yes","cellular",18,"nov",2,152,1,"failure","0","0"
30,"blue-collar","single","secondary","no",321,"no","no","cellular",23,"jun",1,-1,0,"unknown","Unknown","1"
27,"blue-collar","single","secondary","no",2585,"yes","no","unknown",29,"may",1,-1,0,"unknown","Unknown","1"
48,"blue-collar","married","secondary","no",1830,"yes","yes","cellular",8,"may",1,360,2,"failure","Unknown","0"
25,"management","single","tertiary","no",848,"no","no","cellular",18,"sep",2,109,2,"failure","Unknown","1"
21,"blue-collar","single","secondary","no",301,"yes","yes","telephone",13,"may",4,-1,0,"unknown","Unknown","0"
54,"admin.","married","secondary","no",0,"no","no","cellular",27,"jan",1,-1,0,"unknown","Unknown","1"
50,"management","married","tertiary","no",644,"yes","no","telephone",25,"jul",2,-1,0,"unknown","Unknown","0"
38,"blue-collar","divorced","secondary","no",0,"yes","no","cellular",21,"oct",1,183,4,"success","Unknown","1"
40,"blue-collar","married","primary","no",-322,"yes","yes","cellular",26,"may",2,370,5,"failure","Unknown","0"
51,"management","married","tertiary","no",1034,"no","no","cellular",3,"sep",1,103,3,"failure","Unknown","0"
39,"technician","single","tertiary","no",2617,"yes","no","unknown",2,"jun",2,-1,0,"unknown","Unknown","0"
34,"management","single","tertiary","no",11804,"yes","no","cellular",15,"may",1,174,1,"failure","Unknown","0"
37,"admin.","single","tertiary","no",990,"yes","no","cellular",15,"jun",1,86,1,"success","Unknown","1"
47,"admin.","married","secondary","no",1316,"yes","yes","cellular",20,"apr",2,-1,0,"unknown","Unknown","0"
46,"blue-collar","married","secondary","no",1490,"yes","no","cellular",2,"jun",1,57,6,"other","Unknown","1"
33,"admin.","divorced","secondary","no",635,"yes","no","cellular",18,"nov",1,173,2,"other","Unknown","0"
31,"management","single","tertiary","no",1328,"yes","no","unknown",8,"may",1,-1,0,"unknown","Unknown","0"
35,"blue-collar","married","primary","no",0,"yes","yes","cellular",2,"feb",2,260,2,"other","Unknown","0"
48,"admin.","married","secondary","no",107,"yes","yes","cellular",9,"jul",1,-1,0,"unknown","Unknown","0"
36,"blue-collar","single","primary","no",714,"yes","no","unknown",16,"jun",2,-1,0,"unknown","0","0"
51,"blue-collar","married","primary","no",242,"yes","no","cellular",17,"nov",1,197,1,"failure","0","0"
37,"blue-collar","married","primary","no",-132,"yes","no","cellular",15,"may",5,-1,0,"unknown","Unknown","0"
56,"management","married","secondary","no",0,"no","no","cellular",27,"oct",1,113,8,"other","Unknown","1"
30,"blue-collar","married","primary","no",543,"yes","no","unknown",27,"may",5,-1,0,"unknown","Unknown","0"
53,"management","married","tertiary","no",1356,"yes","no","cellular",5,"aug",2,96,2,"failure","Unknown","0"
30,"technician","single","secondary","no",314,"yes","no","unknown",12,"may",6,-1,0,"unknown","Unknown","0"
31,"blue-collar","single","primary","no",975,"yes","no","unknown",12,"may",2,-1,0,"unknown","Unknown","0"
58,"management","married","secondary","no",138,"no","no","cellular",27,"may",1,166,2,"other","Unknown","0"
41,"admin.","single","secondary","no",213,"yes","no","cellular",12,"may",8,-1,0,"unknown","Unknown","0"
58,"blue-collar","divorced","secondary","no",1103,"yes","no","cellular",2,"feb",1,192,4,"failure","Unknown","0"
33,"technician","divorced","secondary","no",298,"no","no","cellular",19,"aug",2,-1,0,"unknown","0","0"
36,"blue-collar","married","primary","no",2033,"yes","yes","cellular",13,"may",1,341,2,"other","Unknown","0"
34,"management","married","tertiary","no",350,"no","no","cellular",25,"may",1,-1,0,"unknown","Unknown","0"
55,"management","divorced","tertiary","no",5253,"yes","yes","cellular",20,"apr",1,276,19,"failure","Unknown","0"
48,"management","single","tertiary","no",161,"no","no","telephone",7,"jul",1,246,6,"success","Unknown","1"
33,"technician","single","tertiary","no",142,"yes","no","cellular",19,"nov",2,189,1,"other","Unknown","1"
31,"blue-collar","married","secondary","no",136,"no","no","cellular",12,"may",2,256,1,"failure","Unknown","1"
60,"blue-collar","married","primary","no",5957,"yes","no","cellular",6,"may",2,259,5,"failure","Unknown","0"
57,"blue-collar","married","primary","no",1533,"no","no","unknown",13,"may",2,-1,0,"unknown","Unknown","0"
35,"technician","single","tertiary","no",357,"no","yes","cellular",9,"jul",3,-1,0,"unknown","Unknown","0"
54,"management","divorced","tertiary","no",506,"no","no","cellular",2,"jun",1,144,3,"success","0","0"
53,"blue-collar","divorced","primary","no",4489,"no","no","telephone",11,"nov",1,94,1,"success","Unknown","1"
41,"blue-collar","divorced","secondary","no",3,"yes","no","cellular",31,"jul",4,-1,0,"unknown","Unknown","0"
38,"technician","married","secondary","no",290,"yes","no","unknown",6,"may",1,-1,0,"unknown","Unknown","0"
30,"blue-collar","married","primary","no",193,"yes","no","cellular",31,"aug",1,159,12,"failure","Unknown","1"
32,"management","single","tertiary","no",3355,"no","no","cellular",8,"oct",2,186,2,"failure","Unknown","0"
53,"technician","married","secondary","no",-427,"no","no","cellular",30,"jul",33,-1,0,"unknown","Unknown","0"
41,"admin.","single","secondary","no",87,"yes","no","cellular",15,"may",2,357,4,"failure","0","0"
56,"technician","married","secondary","no",173,"yes","no","cellular",5,"may",2,303,4,"other","Unknown","0"
37,"management","divorced","secondary","no",1477,"yes","no","cellular",20,"apr",2,283,2,"failure","Unknown","0"
54,"technician","single","secondary","no",196,"yes","yes","cellular",17,"nov",1,173,2,"failure","Unknown","0"
39,"technician","married","secondary","no",2198,"no","no","cellular",22,"may",1,91,4,"success","Unknown","0"
35,"blue-collar","married","secondary","no",705,"yes","yes","unknown",30,"may",3,-1,0,"unknown","Unknown","1"
44,"admin.","married","secondary","no",429,"yes","yes","cellular",18,"may",3,346,32,"failure","Unknown","0"
23,"blue-collar","married","primary","no",552,"yes","no","cellular",15,"may",3,328,9,"other","Unknown","0"
24,"blue-collar","single","secondary","no",162,"no","yes","cellular",25,"may",1,97,2,"success","Unknown","1"
49,"admin.","married","secondary","no",1085,"yes","no","cellular",17,"apr",1,315,5,"failure","0","0"
37,"management","single","tertiary","no",430,"no","no","cellular",7,"aug",3,-1,0,"unknown","Unknown","0"
54,"technician","married","secondary","no",1323,"yes","no","unknown",5,"may",1,-1,0,"unknown","Unknown","0"
33,"technician","married","tertiary","no",2717,"yes","no","cellular",21,"jul",5,-1,0,"unknown","Unknown","0"
42,"admin.","married","secondary","no",329,"yes","yes","unknown",8,"may",2,-1,0,"unknown","Unknown","0"
37,"blue-collar","married","secondary","no",75,"yes","no","unknown",15,"may",7,-1,0,"unknown","Unknown","0"
47,"management","married","tertiary","no",3553,"no","no","cellular",30,"mar",3,-1,0,"unknown","Unknown","1"
32,"management","married","tertiary","no",1721,"no","no","cellular",4,"aug",1,189,4,"other","0","1"
57,"management","married","primary","no",733,"yes","no","telephone",8,"sep",1,301,1,"failure","Unknown","0"
27,"management","single","tertiary","no",0,"yes","no","cellular",5,"feb",1,-1,0,"unknown","Unknown","0"
51,"blue-collar","married","primary","no",44,"yes","no","cellular",12,"may",2,339,3,"failure","Unknown","0"
35,"technician","married","tertiary","no",22,"no","no","cellular",11,"aug",1,-1,0,"unknown","Unknown","0"
37,"technician","married","tertiary","no",192,"yes","no","cellular",29,"jan",1,255,1,"failure","Unknown","0"
38,"admin.","married","secondary","no",-490,"no","yes","cellular",2,"feb",1,191,5,"other","1","0"
43,"blue-collar","married","secondary","no",1280,"yes","yes","cellular",7,"may",2,-1,0,"unknown","1","0"
48,"management","divorced","secondary","no",1614,"yes","no","unknown",29,"may",1,-1,0,"unknown","Unknown","0"
35,"technician","married","secondary","no",0,"yes","no","cellular",9,"nov",1,100,5,"success","Unknown","1"
31,"technician","married","tertiary","no",26,"no","yes","cellular",18,"nov",1,130,6,"other","0","1"
43,"admin.","single","secondary","no",1053,"yes","no","cellular",5,"feb",3,273,2,"failure","Unknown","0"
36,"technician","married","secondary","no",110,"no","no","cellular",18,"aug",4,-1,0,"unknown","Unknown","0"
39,"blue-collar","married","secondary","no",51,"yes","no","cellular",14,"may",1,355,2,"failure","Unknown","0"
35,"management","single","tertiary","no",1929,"yes","no","cellular",3,"feb",3,256,5,"failure","Unknown","0"
39,"blue-collar","married","secondary","no",7653,"no","no","unknown",11,"jun",2,-1,0,"unknown","Unknown","0"
34,"management","married","tertiary","no",3301,"yes","no","cellular",17,"jun",2,225,4,"failure","Unknown","1"
28,"admin.","married","secondary","no",12,"yes","no","cellular",30,"jan",3,248,3,"other","Unknown","0"
54,"management","divorced","tertiary","no",472,"yes","no","unknown",21,"may",4,-1,0,"unknown","Unknown","1"
30,"blue-collar","divorced","secondary","no",289,"yes","no","cellular",7,"may",1,352,5,"other","Unknown","0"
34,"admin.","single","tertiary","no",19,"yes","no","cellular",6,"may",1,288,17,"other","Unknown","0"
34,"management","married","tertiary","no",1724,"yes","no","cellular",10,"mar",1,212,7,"failure","Unknown","0"
34,"technician","married","secondary","no",378,"yes","no","cellular",27,"mar",2,238,2,"failure","Unknown","1"
50,"management","married","tertiary","no",28,"yes","no","cellular",7,"may",4,279,20,"other","Unknown","0"
33,"blue-collar","divorced","primary","no",149,"yes","no","telephone",11,"may",2,303,5,"failure","Unknown","0"
45,"blue-collar","married","secondary","no",21782,"no","no","unknown",6,"jun",1,-1,0,"unknown","Unknown","0"
42,"technician","married","secondary","no",3113,"no","no","cellular",11,"sep",1,-1,0,"unknown","Unknown","1"
28,"management","single","tertiary","no",225,"yes","no","telephone",27,"aug",2,120,1,"other","Unknown","1"
37,"management","single","tertiary","no",1312,"yes","no","cellular",13,"may",6,176,4,"other","0","0"
24,"technician","single","secondary","no",-220,"yes","no","cellular",18,"may",1,-1,0,"unknown","Unknown","0"
47,"unknown","married","unknown","no",190,"no","no","cellular",4,"aug",1,-1,0,"unknown","Unknown","0"
48,"blue-collar","married","primary","no",579,"yes","yes","cellular",17,"apr",3,288,5,"failure","Unknown","0"
48,"management","single","tertiary","no",334,"yes","no","cellular",28,"sep",2,91,12,"success","1","1"
35,"technician","single","tertiary","no",360,"no","yes","cellular",30,"jan",3,201,3,"failure","Unknown","0"
46,"admin.","married","secondary","no",562,"yes","yes","unknown",15,"may",3,-1,0,"unknown","1","1"
35,"management","married","tertiary","no",1495,"yes","yes","cellular",5,"feb",1,268,1,"failure","Unknown","0"
59,"technician","married","secondary","no",1,"no","no","cellular",15,"apr",2,363,3,"failure","Unknown","1"
35,"technician","married","tertiary","no",652,"yes","yes","cellular",2,"feb",3,5,3,"other","Unknown","0"
32,"blue-collar","married","primary","no",384,"yes","no","cellular",15,"apr",2,-1,0,"unknown","Unknown","0"
46,"blue-collar","married","secondary","no",870,"no","yes","cellular",31,"jul",2,-1,0,"unknown","Unknown","0"
35,"blue-collar","married","unknown","no",4726,"yes","no","unknown",20,"may",2,-1,0,"unknown","Unknown","1"
46,"admin.","married","secondary","no",23,"no","no","cellular",26,"aug",6,-1,0,"unknown","Unknown","1"
30,"management","single","tertiary","no",220,"no","no","cellular",15,"jul",1,93,1,"success","Unknown","1"
43,"management","married","tertiary","no",0,"no","no","cellular",18,"aug",5,-1,0,"unknown","Unknown","0"
45,"admin.","married","unknown","no",-308,"yes","no","cellular",8,"may",2,336,1,"failure","Unknown","0"
28,"management","single","tertiary","no",5748,"no","no","cellular",4,"feb",4,187,5,"success","Unknown","0"
36,"admin.","divorced","secondary","no",420,"yes","no","cellular",14,"may",2,358,1,"success","Unknown","1"
24,"technician","single","primary","no",121,"yes","no","unknown",20,"jun",58,-1,0,"unknown","Unknown","0"
40,"admin.","married","secondary","no",-769,"yes","yes","cellular",17,"jul",1,-1,0,"unknown","Unknown","0"
34,"management","married","tertiary","no",815,"no","no","cellular",17,"nov",2,-1,0,"unknown","Unknown","0"
54,"management","married","tertiary","no",8544,"no","no","cellular",2,"oct",2,118,1,"success","Unknown","1"
35,"blue-collar","single","unknown","no",479,"no","no","cellular",12,"apr",2,180,1,"failure","Unknown","0"
31,"admin.","single","secondary","no",49,"no","no","cellular",29,"jan",1,-1,0,"unknown","Unknown","0"
32,"technician","single","secondary","no",242,"yes","no","cellular",18,"may",1,271,8,"failure","Unknown","1"
58,"technician","married","unknown","no",1601,"yes","no","cellular",5,"feb",4,274,2,"failure","Unknown","0"
32,"blue-collar","single","tertiary","no",369,"no","no","cellular",9,"feb",3,-1,0,"unknown","Unknown","0"
28,"management","single","tertiary","no",752,"yes","no","cellular",26,"aug",6,82,5,"other","1","0"
53,"technician","married","secondary","no",470,"no","no","unknown",6,"jun",2,-1,0,"unknown","Unknown","1"
31,"technician","married","tertiary","no",3551,"no","no","cellular",30,"apr",1,-1,0,"unknown","Unknown","1"
38,"technician","married","secondary","no",885,"yes","yes","cellular",17,"jul",2,-1,0,"unknown","Unknown","0"
24,"technician","married","secondary","no",534,"yes","no","cellular",6,"nov",2,77,2,"success","Unknown","1"
51,"admin.","divorced","secondary","no",77,"yes","no","cellular",8,"may",2,273,2,"failure","Unknown","0"
58,"management","married","secondary","no",2602,"yes","no","cellular",30,"jul",6,-1,0,"unknown","Unknown","0"
48,"management","married","secondary","no",4547,"yes","no","cellular",8,"apr",3,141,7,"failure","Unknown","1"
43,"blue-collar","divorced","secondary","no",47,"yes","yes","cellular",13,"may",2,363,1,"failure","0","0"
32,"admin.","single","tertiary","no",4162,"no","no","cellular",7,"aug",1,99,2,"success","Unknown","0"
28,"blue-collar","single","secondary","no",55,"yes","no","cellular",13,"may",1,-1,0,"unknown","Unknown","0"
51,"admin.","single","tertiary","no",382,"no","no","telephone",28,"jan",2,-1,0,"unknown","Unknown","1"
57,"management","divorced","tertiary","no",6274,"yes","no","cellular",4,"sep",1,162,4,"failure","1","1"
29,"technician","single","secondary","no",393,"no","no","cellular",27,"aug",3,212,3,"other","Unknown","0"
45,"blue-collar","married","primary","no",813,"no","yes","cellular",29,"jan",1,-1,0,"unknown","Unknown","0"
48,"blue-collar","married","secondary","no",1181,"yes","no","cellular",12,"nov",1,194,2,"success","Unknown","1"
37,"blue-collar","divorced","secondary","no",266,"no","yes","cellular",8,"jul",2,-1,0,"unknown","Unknown","0"
30,"management","single","tertiary","no",12066,"no","no","cellular",18,"nov",1,-1,0,"unknown","Unknown","0"
30,"technician","single","secondary","no",2734,"no","no","cellular",21,"nov",3,-1,0,"unknown","Unknown","1"
62,"management","married","tertiary","no",997,"no","no","cellular",22,"apr",1,304,2,"success","Unknown","1"
40,"technician","married","tertiary","no",1358,"no","no","cellular",16,"sep",3,103,2,"success","Unknown","1"
33,"blue-collar","single","primary","no",130,"yes","no","unknown",29,"may",2,-1,0,"unknown","Unknown","1"
32,"technician","single","tertiary","no",1512,"yes","no","cellular",9,"nov",1,138,2,"failure","0","0"
30,"admin.","married","secondary","no",211,"no","yes","cellular",4,"jul",2,-1,0,"unknown","Unknown","0"
34,"management","single","tertiary","no",1464,"yes","no","cellular",18,"nov",1,173,1,"other","Unknown","1"
60,"management","married","tertiary","no",4890,"no","no","cellular",4,"may",7,183,1,"success","Unknown","0"
47,"technician","married","secondary","no",801,"no","yes","cellular",21,"nov",1,134,2,"other","Unknown","1"
32,"blue-collar","single","secondary","no",-84,"yes","no","unknown",9,"may",3,-1,0,"unknown","Unknown","0"
41,"admin.","married","secondary","no",20439,"yes","no","unknown",5,"jun",1,-1,0,"unknown","1","0"
32,"management","single","tertiary","no",1169,"yes","no","telephone",28,"jan",2,-1,0,"unknown","Unknown","0"
56,"blue-collar","married","secondary","no",846,"yes","yes","unknown",14,"jul",1,-1,0,"unknown","Unknown","0"
52,"technician","married","secondary","no",1437,"no","no","telephone",4,"sep",1,87,1,"other","Unknown","0"
36,"technician","married","secondary","no",580,"yes","no","cellular",9,"apr",1,326,5,"failure","Unknown","0"
31,"management","married","tertiary","no",251,"yes","no","cellular",7,"jul",24,-1,0,"unknown","Unknown","0"
36,"admin.","divorced","secondary","no",1285,"yes","no","cellular",12,"nov",1,381,1,"success","Unknown","1"
59,"technician","married","secondary","no",1,"no","no","cellular",14,"oct",1,182,5,"success","Unknown","1"
33,"technician","single","secondary","no",10,"yes","no","cellular",6,"feb",2,269,1,"failure","Unknown","0"
40,"blue-collar","married","primary","no",2805,"yes","no","cellular",14,"may",6,353,23,"failure","Unknown","0"
32,"management","divorced","tertiary","no",541,"yes","no","cellular",2,"jun",1,62,1,"failure","Unknown","0"
31,"management","single","tertiary","no",2538,"no","no","cellular",23,"sep",2,499,2,"other","Unknown","0"
39,"admin.","married","secondary","no",270,"yes","no","cellular",13,"nov",1,96,4,"success","Unknown","1"
42,"management","married","tertiary","no",1139,"yes","no","cellular",13,"may",5,379,1,"other","Unknown","0"
40,"technician","single","secondary","no",301,"yes","no","cellular",8,"may",1,298,3,"failure","Unknown","0"
49,"management","single","secondary","no",-18,"yes","no","cellular",11,"may",3,277,4,"failure","Unknown","0"
34,"admin.","divorced","secondary","no",668,"yes","no","cellular",3,"feb",1,92,9,"other","Unknown","0"
49,"technician","married","tertiary","no",1198,"no","no","cellular",13,"aug",3,-1,0,"unknown","Unknown","1"
31,"management","single","tertiary","no",12946,"no","no","cellular",9,"sep",1,280,1,"failure","Unknown","1"
59,"management","married","tertiary","no",5451,"no","no","cellular",23,"sep",1,94,3,"success","Unknown","1"
45,"admin.","married","secondary","no",0,"yes","no","cellular",8,"jul",1,-1,0,"unknown","Unknown","0"
27,"admin.","married","secondary","no",3255,"yes","no","cellular",5,"may",5,340,1,"failure","Unknown","0"
52,"management","married","secondary","no",325,"no","no","cellular",21,"oct",1,182,1,"failure","Unknown","1"
32,"blue-collar","married","primary","no",653,"no","no","cellular",29,"jan",1,-1,0,"unknown","Unknown","1"
42,"management","married","tertiary","no",2558,"yes","no","cellular",4,"jun",2,123,11,"failure","Unknown","1"
39,"technician","married","unknown","no",847,"no","no","unknown",30,"may",2,-1,0,"unknown","Unknown","0"
32,"admin.","single","secondary","no",1,"no","no","cellular",2,"feb",1,208,1,"failure","Unknown","0"
34,"technician","single","secondary","no",2593,"yes","no","cellular",18,"nov",1,-1,0,"unknown","0","1"
44,"technician","single","secondary","no",287,"yes","no","cellular",8,"may",2,365,1,"failure","Unknown","0"
32,"technician","married","secondary","no",682,"yes","no","unknown",2,"jun",1,-1,0,"unknown","1","1"
47,"management","married","tertiary","no",0,"no","no","unknown",5,"jun",2,-1,0,"unknown","Unknown","0"
55,"management","married","unknown","no",177,"no","no","unknown",19,"jun",1,-1,0,"unknown","1","0"
27,"technician","single","tertiary","no",12455,"no","no","cellular",20,"aug",1,90,6,"failure","Unknown","1"
31,"technician","single","secondary","no",1872,"no","no","telephone",17,"apr",3,-1,0,"unknown","Unknown","0"
29,"blue-collar","single","primary","no",350,"yes","yes","cellular",5,"feb",1,266,2,"failure","Unknown","0"
48,"blue-collar","married","secondary","no",286,"no","no","cellular",30,"apr",1,82,1,"success","Unknown","1"
33,"admin.","single","secondary","no",555,"yes","no","cellular",9,"sep",1,350,1,"success","Unknown","1"
27,"technician","single","secondary","no",2293,"yes","no","cellular",18,"may",3,357,1,"other","Unknown","0"
32,"management","single","tertiary","no",4305,"yes","no","cellular",20,"apr",1,147,1,"failure","0","0"
47,"admin.","married","secondary","no",69,"yes","no","cellular",5,"apr",4,355,2,"success","Unknown","1"
28,"admin.","single","secondary","no",274,"yes","yes","cellular",29,"jan",3,141,6,"success","Unknown","1"
28,"blue-collar","married","secondary","no",806,"yes","no","unknown",6,"jun",18,-1,0,"unknown","Unknown","0"
40,"blue-collar","divorced","primary","no",-74,"no","yes","cellular",17,"nov",2,-1,0,"unknown","Unknown","0"
34,"technician","single","secondary","no",1981,"no","no","cellular",10,"aug",3,182,2,"success","0","1"
33,"management","single","tertiary","no",413,"yes","no","cellular",4,"may",2,89,1,"failure","Unknown","0"
30,"management","single","tertiary","no",5252,"no","no","cellular",19,"aug",1,85,2,"success","Unknown","1"
60,"admin.","married","secondary","no",1991,"yes","no","cellular",20,"apr",1,281,3,"failure","Unknown","0"
52,"technician","married","secondary","no",-238,"no","no","cellular",19,"aug",3,-1,0,"unknown","Unknown","0"
50,"management","married","tertiary","no",3284,"yes","no","cellular",4,"feb",2,276,3,"failure","Unknown","0"
41,"blue-collar","married","primary","no",224,"yes","no","telephone",11,"may",1,370,2,"failure","Unknown","0"
38,"blue-collar","married","primary","no",5781,"yes","no","unknown",4,"jun",2,-1,0,"unknown","Unknown","1"
30,"management","married","tertiary","no",904,"yes","no","cellular",18,"aug",4,-1,0,"unknown","Unknown","0"
51,"technician","divorced","secondary","no",1010,"no","yes","cellular",4,"aug",1,-1,0,"unknown","Unknown","0"
35,"technician","single","tertiary","no",784,"yes","no","cellular",21,"nov",5,-1,0,"unknown","Unknown","0"
54,"management","married","tertiary","no",496,"no","no","cellular",17,"feb",3,-1,0,"unknown","Unknown","0"
45,"management","married","tertiary","no",1842,"no","no","cellular",2,"jun",2,313,2,"failure","Unknown","0"
55,"blue-collar","married","primary","no",797,"yes","no","cellular",3,"feb",3,273,2,"failure","Unknown","0"
36,"management","single","tertiary","no",6137,"yes","no","cellular",22,"sep",1,186,1,"success","Unknown","1"
36,"management","married","tertiary","no",505,"yes","no","cellular",13,"may",1,175,3,"failure","Unknown","0"
26,"blue-collar","single","secondary","no",77,"no","no","telephone",28,"jan",1,-1,0,"unknown","0","0"
34,"admin.","divorced","secondary","no",498,"yes","no","cellular",12,"may",1,357,5,"failure","Unknown","1"
45,"blue-collar","married","secondary","no",114,"no","no","cellular",11,"aug",4,-1,0,"unknown","Unknown","0"
32,"management","married","tertiary","no",950,"yes","no","cellular",23,"jun",1,694,4,"failure","Unknown","0"
34,"technician","single","tertiary","no",563,"yes","no","cellular",3,"feb",5,252,2,"failure","Unknown","0"
72,"admin.","married","primary","no",2275,"no","no","cellular",14,"sep",2,66,12,"failure","Unknown","1"
55,"technician","divorced","tertiary","no",0,"no","no","cellular",17,"nov",2,96,1,"success","Unknown","1"
27,"admin.","single","secondary","no",3705,"no","yes","cellular",5,"mar",1,172,2,"failure","Unknown","0"
35,"admin.","married","secondary","no",2238,"yes","no","unknown",23,"may",3,-1,0,"unknown","1","0"
33,"technician","married","secondary","no",479,"yes","no","cellular",16,"aug",3,189,9,"success","Unknown","1"
54,"technician","single","secondary","no",24,"no","no","cellular",30,"jul",4,-1,0,"unknown","Unknown","0"
51,"blue-collar","married","primary","no",373,"yes","no","telephone",3,"feb",4,267,1,"failure","Unknown","0"
39,"technician","married","secondary","no",13165,"yes","yes","cellular",22,"aug",4,-1,0,"unknown","Unknown","0"
53,"technician","married","secondary","no",953,"yes","no","cellular",23,"jul",4,-1,0,"unknown","0","0"
32,"admin.","divorced","secondary","no",144,"yes","yes","unknown",20,"may",1,-1,0,"unknown","0","0"
28,"blue-collar","married","secondary","no",80,"yes","no","cellular",15,"may",1,-1,0,"unknown","Unknown","0"
35,"technician","single","tertiary","no",449,"yes","no","cellular",8,"apr",1,325,3,"failure","1","0"
30,"management","single","tertiary","no",62,"yes","no","telephone",5,"may",7,162,5,"other","Unknown","0"
31,"technician","married","secondary","no",4,"yes","no","cellular",17,"apr",2,-1,0,"unknown","Unknown","0"
44,"management","married","secondary","no",1031,"no","no","cellular",2,"feb",1,-1,0,"unknown","Unknown","0"
41,"admin.","married","tertiary","no",1490,"no","no","cellular",7,"aug",1,98,2,"failure","Unknown","1"
34,"technician","single","secondary","no",2620,"yes","no","cellular",6,"apr",1,139,1,"success","Unknown","0"
32,"admin.","single","secondary","no",302,"yes","no","cellular",20,"apr",2,351,2,"failure","Unknown","0"
45,"technician","married","secondary","no",901,"no","no","cellular",5,"feb",4,259,2,"failure","Unknown","0"
32,"management","single","tertiary","no",12192,"no","no","cellular",1,"jul",2,286,2,"success","Unknown","1"
32,"technician","married","secondary","no",272,"no","no","cellular",20,"apr",1,353,4,"failure","Unknown","0"
59,"management","married","tertiary","no",2122,"yes","no","cellular",28,"jan",1,255,1,"failure","Unknown","0"
30,"management","divorced","tertiary","no",110,"yes","no","cellular",18,"jul",1,-1,0,"unknown","Unknown","0"
38,"management","married","unknown","no",3540,"no","no","cellular",25,"nov",2,188,1,"success","1","1"
44,"admin.","married","secondary","no",0,"yes","yes","unknown",16,"may",1,-1,0,"unknown","1","0"
35,"blue-collar","divorced","secondary","no",1851,"yes","no","cellular",15,"may",3,354,9,"failure","Unknown","0"
47,"technician","married","secondary","no",54,"no","no","cellular",5,"may",1,349,1,"success","Unknown","0"
56,"management","married","tertiary","no",515,"yes","yes","cellular",5,"may",1,161,3,"failure","Unknown","0"
56,"technician","married","secondary","no",2267,"yes","no","cellular",8,"may",3,368,2,"failure","Unknown","0"
28,"blue-collar","single","secondary","no",-46,"yes","no","cellular",1,"sep",1,95,14,"success","Unknown","1"
34,"technician","married","secondary","no",269,"yes","no","cellular",12,"aug",2,275,1,"failure","0","0"
36,"technician","divorced","secondary","no",413,"yes","no","unknown",20,"may",1,-1,0,"unknown","Unknown","0"
40,"management","married","secondary","no",374,"yes","yes","cellular",26,"may",1,102,2,"failure","Unknown","0"
30,"blue-collar","single","primary","no",178,"no","no","unknown",26,"jun",1,-1,0,"unknown","Unknown","0"
38,"blue-collar","married","primary","no",592,"yes","no","unknown",30,"may",6,-1,0,"unknown","0","0"
37,"technician","married","secondary","no",0,"yes","yes","cellular",15,"jul",3,-1,0,"unknown","Unknown","0"
42,"management","single","tertiary","no",325,"yes","yes","cellular",17,"nov",1,-1,0,"unknown","Unknown","0"
33,"blue-collar","married","primary","no",1022,"yes","no","cellular",20,"apr",2,341,4,"failure","Unknown","0"
27,"management","single","tertiary","no",1634,"no","no","cellular",15,"jun",1,217,3,"success","Unknown","1"
29,"management","married","tertiary","no",474,"no","no","cellular",4,"aug",1,87,2,"failure","Unknown","0"
28,"management","single","secondary","no",738,"yes","no","cellular",15,"may",1,92,1,"other","Unknown","1"
44,"blue-collar","married","secondary","no",6361,"yes","no","cellular",19,"nov",2,181,1,"failure","Unknown","0"
30,"technician","single","secondary","no",496,"no","no","cellular",28,"jan",3,-1,0,"unknown","1","0"
40,"technician","single","secondary","yes",47,"no","yes","cellular",29,"jan",1,187,23,"other","Unknown","0"
48,"blue-collar","single","secondary","no",329,"no","yes","telephone",14,"jul",4,-1,0,"unknown","Unknown","0"
34,"blue-collar","married","secondary","no",-53,"yes","no","cellular",12,"may",2,361,1,"failure","Unknown","0"
29,"blue-collar","single","secondary","no",246,"yes","no","cellular",8,"may",1,359,1,"other","Unknown","0"
30,"management","single","tertiary","no",3695,"no","no","telephone",29,"aug",2,-1,0,"unknown","Unknown","0"
31,"admin.","single","secondary","no",426,"no","no","cellular",25,"oct",1,189,1,"success","Unknown","1"
44,"blue-collar","married","primary","no",23,"yes","no","unknown",13,"may",1,-1,0,"unknown","Unknown","0"
26,"management","single","tertiary","no",811,"yes","no","cellular",30,"jan",1,-1,0,"unknown","Unknown","0"
30,"technician","married","secondary","no",406,"yes","no","cellular",17,"apr",2,226,2,"failure","Unknown","0"
45,"admin.","divorced","secondary","no",2329,"yes","no","cellular",5,"mar",1,111,2,"other","Unknown","1"
39,"technician","married","secondary","no",7532,"yes","no","unknown",20,"may",1,-1,0,"unknown","Unknown","0"
44,"management","married","tertiary","no",1755,"no","no","telephone",12,"aug",1,184,2,"success","Unknown","1"
